,Data,Equalizacao,Eq D-1,SAO,Efluente D-1,phEntrada D-1,phNeutralizacao D-1,phEqualizacao D-1,phAeracao D-1,OD D-1,phEntrada,phNeutralizacao,phEqualizacao,phAeracao,OD,VLodoSD30,VAeracao,VEqualizacao,DiasDescarte,Desenquadrou
164,10/20/2018,1526.0,651.0,70.0,86.0,11.7,11.0,6.5,6.9,2.9,8.5,10.4,9.5,7.0,2.98,890.0,256.0,638.0,9,0
165,10/22/2018,613.0,1526.0,24.0,143.0,8.5,10.4,9.5,7.0,2.98,10.1,9.8,6.5,7.0,2.66,870.0,256.0,644.0,10,0
166,10/23/2018,561.0,613.0,21.0,84.0,10.1,9.8,6.5,7.0,2.66,10.8,9.5,7.0,7.2,3.11,900.0,260.0,634.0,11,0
167,10/24/2018,1554.0,561.0,52.0,146.0,10.8,9.5,7.0,7.2,3.11,10.1,10.0,7.0,7.0,3.03,900.0,222.0,638.0,12,0
168,10/25/2018,419.0,1554.0,70.0,106.0,10.1,10.0,7.0,7.0,3.03,5.5,2.0,6.2,7.2,2.98,900.0,330.0,636.0,13,0
169,10/26/2018,293.0,419.0,62.0,144.0,5.5,2.0,6.2,7.2,2.98,6.0,2.0,7.0,7.1,2.91,900.0,256.0,642.0,14,0
170,10/27/2018,566.0,293.0,59.0,128.0,6.0,2.0,7.0,7.1,2.91,9.8,7.5,6.5,7.2,2.89,900.0,272.0,636.0,15,0
171,10/29/2018,159.0,566.0,50.0,67.0,9.8,7.5,6.5,7.2,2.89,10.5,10.5,7.0,7.0,2.88,890.0,412.0,636.0,16,0
172,10/30/2018,160.0,159.0,25.0,120.0,10.5,10.5,7.0,7.0,2.88,5.1,10.0,7.0,7.0,3.02,900.0,328.0,638.0,17,0
173,11/3/2018,268.0,203.0,62.0,115.0,10.0,7.5,6.5,7.1,2.94,5.9,6.3,7.0,6.9,3.08,900.0,244.0,642.0,20,0
174,11/5/2018,300.0,268.0,66.0,101.0,5.9,6.3,7.0,6.9,3.08,9.0,3.0,7.0,7.2,2.91,900.0,356.0,640.0,21,0
175,11/6/2018,166.0,300.0,73.0,75.0,9.0,3.0,7.0,7.2,2.91,10.0,9.5,6.5,7.0,2.85,900.0,246.0,636.0,22,0
176,11/7/2018,335.0,166.0,56.0,175.0,10.0,9.5,6.5,7.0,2.85,7.4,12.0,7.5,7.3,3.03,920.0,218.0,638.0,0,0
177,11/8/2018,592.0,335.0,51.0,112.0,7.4,12.0,7.5,7.3,3.03,6.9,5.0,7.0,7.2,2.9,900.0,560.0,650.0,1,0
178,11/9/2018,348.0,592.0,57.0,72.0,6.9,5.0,7.0,7.2,2.9,7.5,9.5,6.8,7.3,3.05,910.0,500.0,660.0,2,0
179,11/10/2018,351.0,348.0,40.0,71.0,7.5,9.5,6.8,7.3,3.05,11.0,5.5,8.5,7.2,3.06,910.0,562.0,658.0,3,0
180,11/12/2018,167.0,351.0,45.0,180.0,11.0,5.5,8.5,7.2,3.06,10.0,10.0,7.5,7.3,2.79,910.0,420.0,644.0,4,0
181,11/13/2018,197.0,167.0,49.0,120.0,10.0,10.0,7.5,7.3,2.79,10.0,10.0,8.0,7.0,3.0,900.0,294.0,636.0,5,0
182,11/17/2018,545.0,735.0,34.0,108.0,11.5,8.0,10.0,7.0,3.1,10.6,9.0,8.0,7.0,3.15,910.0,208.0,636.0,8,0
183,11/19/2018,105.0,545.0,18.0,89.0,10.6,9.0,8.0,7.0,3.15,9.9,7.0,7.0,7.0,3.04,900.0,228.0,640.0,9,0
184,11/21/2018,83.0,105.0,19.0,45.0,9.9,7.0,7.0,7.0,3.04,3.7,4.0,6.0,7.0,3.2,910.0,500.0,646.0,10,0
185,11/22/2018,160.0,83.0,25.0,109.0,3.7,4.0,6.0,7.0,3.2,4.0,4.0,7.0,7.0,3.0,900.0,410.0,636.0,11,0
186,11/23/2018,141.0,160.0,25.0,76.0,4.0,4.0,7.0,7.0,3.0,10.4,4.0,7.0,7.0,2.5,910.0,324.0,634.0,12,0
187,11/24/2018,128.0,141.0,27.0,84.0,10.4,4.0,7.0,7.0,2.5,9.9,5.0,7.0,7.5,2.7,910.0,220.0,632.0,13,0
188,12/4/2018,115.0,131.0,73.0,64.0,5.9,4.0,7.0,7.0,2.8,6.0,8.0,7.0,7.0,2.84,910.0,414.0,652.0,21,0
189,12/5/2018,138.0,115.0,69.0,83.0,6.0,8.0,7.0,7.0,2.84,5.1,6.0,7.0,7.0,2.98,920.0,348.0,648.0,22,0
190,12/7/2018,194.0,138.0,77.0,229.0,5.1,6.0,7.0,7.0,2.98,6.0,2.0,6.0,7.0,2.75,900.0,286.0,634.0,23,0
191,12/12/2018,86.0,109.0,53.0,90.0,8.2,5.0,6.0,7.0,2.85,8.4,6.0,7.0,7.0,2.71,900.0,362.0,656.0,1,0
192,12/13/2018,157.0,86.0,68.0,139.0,8.4,6.0,7.0,7.0,2.71,8.4,5.0,6.0,7.0,2.58,890.0,262.0,632.0,2,0
193,12/14/2018,247.0,157.0,46.0,97.0,8.4,5.0,6.0,7.0,2.58,7.1,7.0,7.0,7.0,2.8,910.0,266.0,632.0,3,0
194,12/18/2018,140.0,247.0,48.0,108.0,7.1,7.0,7.0,7.0,2.8,10.2,7.0,7.0,7.0,2.9,910.0,350.0,652.0,4,0
195,12/19/2018,93.0,140.0,82.0,176.0,10.2,7.0,7.0,7.0,2.9,7.9,5.0,7.0,7.0,2.54,890.0,264.0,636.0,5,0
196,12/20/2018,176.0,93.0,59.0,61.0,7.9,5.0,7.0,7.0,2.54,6.5,6.0,7.0,7.0,2.9,900.0,230.0,636.0,6,0
197,12/21/2018,186.0,176.0,68.0,213.0,6.5,6.0,7.0,7.0,2.9,6.7,5.0,7.0,7.0,2.9,910.0,240.0,638.0,7,0
198,12/26/2018,174.0,186.0,84.0,221.0,6.7,5.0,7.0,7.0,2.9,6.3,5.0,6.0,7.0,2.65,900.0,326.0,640.0,8,0
199,12/28/2018,145.0,174.0,68.0,106.0,6.3,5.0,6.0,7.0,2.65,10.6,10.0,7.0,7.0,2.5,890.0,194.0,634.0,9,0
200,12/31/2018,186.0,145.0,55.0,187.0,10.6,10.0,7.0,7.0,2.5,10.4,7.0,7.0,7.0,2.99,920.0,264.0,650.0,10,1
201,1/2/2019,90.0,186.0,500.0,375.0,10.4,7.0,7.0,7.0,2.99,8.2,5.0,6.0,7.0,2.98,910.0,670.0,664.0,11,0
202,1/3/2019,108.0,90.0,46.0,81.0,8.2,5.0,6.0,7.0,2.98,11.1,8.0,7.0,7.0,2.93,920.0,562.0,650.0,12,0
203,1/7/2019,100.0,108.0,62.0,158.0,11.1,8.0,7.0,7.0,2.93,4.5,3.0,6.0,7.0,3.0,930.0,302.0,638.0,13,0
204,1/8/2019,142.0,100.0,25.0,142.0,4.5,3.0,6.0,7.0,3.0,12.7,9.0,7.0,7.0,2.89,920.0,220.0,638.0,14,0
205,1/9/2019,136.0,142.0,44.0,197.0,12.7,9.0,7.0,7.0,2.89,6.9,8.0,7.0,7.0,2.75,880.0,198.0,636.0,15,0
206,1/10/2019,185.0,136.0,35.0,89.0,6.9,8.0,7.0,7.0,2.75,8.3,6.0,7.0,7.0,2.73,900.0,220.0,632.0,16,0
207,1/11/2019,209.0,185.0,25.0,70.0,8.3,6.0,7.0,7.0,2.73,6.0,4.0,7.0,7.0,2.88,910.0,218.0,636.0,17,0
208,1/12/2019,170.0,209.0,62.0,129.0,6.0,4.0,7.0,7.0,2.88,5.0,4.0,7.0,7.0,3.1,920.0,172.0,634.0,18,0
209,1/16/2019,279.0,191.0,37.0,49.0,12.5,13.0,10.0,7.0,2.73,6.1,12.0,8.0,7.5,2.95,910.0,206.0,638.0,2,0
210,1/17/2019,625.0,279.0,86.0,186.0,6.1,12.0,8.0,7.5,2.95,10.0,12.0,7.0,7.0,2.9,910.0,256.0,640.0,3,0
211,1/18/2019,583.0,625.0,77.0,112.0,10.0,12.0,7.0,7.0,2.9,2.3,3.0,7.0,7.0,2.79,900.0,232.0,634.0,4,0
212,1/19/2019,791.0,583.0,80.0,235.0,2.3,3.0,7.0,7.0,2.79,8.9,6.0,6.0,7.0,2.8,900.0,228.0,636.0,5,0
213,1/21/2019,127.0,791.0,81.0,189.0,8.9,6.0,6.0,7.0,2.8,9.4,5.0,7.0,7.0,2.9,900.0,334.0,642.0,6,0
214,1/22/2019,176.0,127.0,81.0,220.0,9.4,5.0,7.0,7.0,2.9,8.3,7.0,8.0,7.0,2.96,910.0,358.0,636.0,7,0
215,1/23/2019,225.0,176.0,76.0,140.0,8.3,7.0,8.0,7.0,2.96,10.0,9.0,7.0,7.0,2.8,900.0,314.0,636.0,8,0
216,1/24/2019,221.0,225.0,76.0,103.0,10.0,9.0,7.0,7.0,2.8,11.5,10.0,7.0,7.0,2.5,870.0,232.0,634.0,9,0
217,1/25/2019,406.0,221.0,62.0,138.0,11.5,10.0,7.0,7.0,2.5,9.3,12.0,7.0,7.0,2.63,890.0,226.0,632.0,10,0
218,1/26/2019,225.0,406.0,76.0,145.0,9.3,12.0,7.0,7.0,2.63,8.7,11.0,7.0,7.0,2.72,900.0,262.0,638.0,11,0
219,1/29/2019,397.0,406.0,75.0,145.0,9.6,9.0,7.0,7.0,2.8,8.5,8.0,7.0,7.0,2.6,850.0,192.0,632.0,14,0
220,1/30/2019,491.0,397.0,94.0,235.0,8.5,8.0,7.0,7.0,2.6,9.5,6.0,8.0,7.0,2.7,870.0,200.0,632.0,15,0
221,2/4/2019,280.0,491.0,56.0,193.0,9.5,6.0,8.0,7.0,2.7,9.1,7.0,7.0,7.0,2.85,890.0,246.0,638.0,16,0
222,2/5/2019,302.0,280.0,32.0,149.0,9.1,7.0,7.0,7.0,2.85,5.3,5.0,6.0,7.0,2.7,870.0,740.0,674.0,17,0
223,2/6/2019,230.0,302.0,88.0,113.0,5.3,5.0,6.0,7.0,2.7,6.6,10.0,7.0,7.0,2.75,870.0,626.0,636.0,18,0
224,2/7/2019,116.0,230.0,48.0,77.0,6.6,10.0,7.0,7.0,2.75,4.4,5.0,6.0,7.0,2.8,900.0,646.0,644.0,19,0
225,2/8/2019,161.0,116.0,41.0,101.0,4.4,5.0,6.0,7.0,2.8,10.5,10.0,6.0,7.0,2.91,910.0,534.0,628.0,20,0
226,2/11/2019,170.0,161.0,26.0,102.0,10.5,10.0,6.0,7.0,2.91,9.2,6.0,7.0,7.0,3.05,920.0,440.0,628.0,21,0
227,2/12/2019,124.0,170.0,29.0,88.0,9.2,6.0,7.0,7.0,3.05,8.8,7.0,7.0,7.0,2.92,910.0,340.0,630.0,22,0
228,2/13/2019,435.0,124.0,42.0,60.0,8.8,7.0,7.0,7.0,2.92,4.2,7.0,7.0,7.0,3.1,910.0,384.0,642.0,23,0
